,id,utterance,sarcasm
721,2_430_1,I guess you would know that or else we would be in a predicament room,True
722,2_430_2,"I guess you'd know, otherwise we'd be in a tough room.",True
723,2_434_1,We can? Ok I am trying that.,True
724,2_434_2,That's what I'm trying to do.,True
725,2_541_1,Oh yeah right. And what would my opening line be? Excuse me,True
726,2_541_2,And what would be my opening line?,True
727,2_392_1,Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,True
728,2_392_2,If you had said co-dependent or self-destructive.,True
729,2_187_1,That's so funny because you look more like Joey Tribbiani man slash woman.,True
730,2_187_2,It's so funny because you look more like Joey Tribbiani man slash woman.,True
731,2_113_1,"No, no the actual cartoon character .. Of course the baloon.",True
732,2_113_2,"No, not the real cartoon character.. Of course the baloon.",True
733,2_323_1,That monkey has got a Ross on its ass!,True
734,2_323_2,That monkey has a Ross on his ass!,True
735,2_137_1,"Okay, but If he asks, I am not going to lie.",False
736,2_137_2,"Okay, but if he asks, I'm not gonna lie.",False
737,2_294_1,"Oh, um, I don't care!",True
738,2_294_2,I don't care!,True
739,2_359_1,"You know once you are inside, you don't have to knock anymore.",True
740,2_359_2,"You know that once you're inside, you don't have to hit anymore.",True
741,2_141_1,We think it was trying to spell out monkey.,True
742,2_141_2,We think he was trying to spell the monkey.,True
743,2_283_1,Dee. The sarcastic sister from What's Happening.,True
744,2_283_2,"Dee, the sarcastic sister of What's Happening.",True
745,2_24_1,"Uh, okay. The fifth dentist caved and not they're all recommending Trident?",True
746,2_24_2,The fifth dentist collapsed and they don't all recommend Trident?,True
747,2_197_1,Ah your own brand of vigilante justice.,True
748,2_197_2,"Ah, your own watchful justice mark.",True
749,2_493_1,Did you tell her about the magical night that starts with the flush of every toilet?,True
750,2_493_2,Did you tell her about the magic night that starts with the flushing of all the toilets?,True
751,2_573_1,"Oh I see, I thought you just really really liked your new couch.",True
752,2_573_2,I thought you really liked your new couch.,True
753,2_440_1,"No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",True
754,2_440_2,"No, it's not big, not at all. A little the same lines as, I don't know, having a third nipple!",True
755,2_105_1,Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,True
756,2_105_2,"Don't you ever look in the shower? Oh, please, I get a joke in the monkey is like penis.",True
757,2_3_1,And I think my testicles may be in here too,True
758,2_3_2,And I think my testicles may be here too.,True
759,2_71_1,"ThatÕs good, just keep rubbing your head. That will turn back time",True
760,2_71_2,"That's good, keep rubbing your head.",True
761,2_20_1,My duties?  All right.,False
762,2_20_2,My homework?,False
763,2_463_1,Ok!,False
764,2_463_2,It's okay!,False
765,2_602_1,No way!,False
766,2_602_2,"Oh, my God!",False
767,2_88_1,Oh.,False
768,2_88_2,"Oh, right.",False
769,2_172_1,The whole thing! Can we go?,True
770,2_172_2,Can we go?,True
771,2_86_1,"Great! Okay, here.",False
772,2_86_2,"All right, here.",False
773,2_154_1,"Okay, does this look like a garbage can to you?",False
774,2_154_2,Does that look like a trash can to you?,False
775,2_557_1,"Oh my God, wh-what happened?",False
776,2_557_2,What happened?,False
777,2_163_1,"Oh boy, I just can't watch. It's too scary!",True
778,2_163_2,"I can't look, it's too scary!",True
779,2_87_1,Yeah it would!,False
780,2_87_2,"Yes, that's right!",False
781,2_240_1,No!,False
782,2_240_2,"Oh, my God!",False
783,2_267_1,Really!?,False
784,2_278_1,: Yeah.,False
785,2_278_2,- Yes.,False
786,2_284_1,What?  Why?,False
787,2_284_2,Why?,False
788,2_340_1,Oh! Oop!,False
789,2_340_2,"Oh, Oops!",False
790,2_536_1,What a baby.,False
791,2_588_1,I talk to you and nothin'.,False
792,2_588_2,I'm talking to you and nothing.,False
793,2_448_1,Do you still wanna call  'em? I wanna call  'em.,False
794,2_448_2,You still want to call them?,False
795,2_79_1,"I'm just gonna throw it out, it's probably just a bunch of shampoo and...",False
796,2_79_2,"I'm just gonna throw it away, it's probably just a bunch of shampoo and...",False
797,2_191_1,"So, you're just Bing?",False
798,2_99_1,"All right, cut, let's pick again, pick again.",False
799,2_99_2,"All right, coupons, let's choose again, let's choose again.",False
800,2_208_1,It's that whole sensitive thing.,False
801,2_208_2,It's all that sensitive thing.,False
802,2_119_1,Yeah. What-what should I do?,False
803,2_119_2,What do I have to do?,False
804,2_406_1,For what? For letting you throw me out of your office?,True
805,2_406_2,For letting you throw me out of your office?,True
806,2_423_1,Like I have nothing better to do!,True
807,2_423_2,As if I had nothing better to do!,True
808,2_55_1,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",False
809,2_55_2,"Rachel, this is my sister Krista, Krista, this is Rachel.",False
810,2_77_1,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",False
811,2_77_2,"Excuse me, we've changed our apartment.",False
812,2_147_1,"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",False
813,2_147_2,"Well, we're trying to find someone to make our wedding and they're all either boring or boring or you know, can't stop looking at women.",False
814,2_559_1,What?!?!,False
815,2_444_1,"Ross-Ross, you have no idea what this means to me!",False
816,2_444_2,"Ross-Ross, you have no idea what that means to me!",False
817,2_299_1,What would you give to a kid if he wanted a ticket to play with?,False
818,2_299_2,What would you give a child if he wanted a ticket to play with it?,False
819,2_313_1,"Oh sure, go with the sissy.",True
820,2_313_2,"Of course, go with the sissy.",True
821,2_125_1,I mean if you hadn't initiated it I-I-I know I would've.,False
822,2_125_2,"I mean, if you hadn't initiated it, I know I would have.",False
823,2_552_1,DANGER,False
824,2_181_1,Yeah! Look!,False
825,2_181_2,Look!,False
826,2_107_1,You'd better act surprised.,False
827,2_107_2,You better be surprised.,False
828,2_347_1,Well what are you gonna do when he finds out he wasn't even asked?!,False
829,2_347_2,What are you going to do when he finds out he wasn't even asked?!,False
830,2_495_1,"Okay, you guys, just relax.  I doooo.",False
831,2_495_2,Relax.,False
832,2_525_1,"Y'know what I mean, like dubbies?",False
833,2_525_2,"You know what I mean, like dubbies?",False
834,2_186_1,"Excellent hole, Joe.",True
835,2_506_1,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",False
836,2_506_2,"Oh, my God! Oh, that's it! I'm leaving! You're just a horrible person!",False
837,2_486_1,"Anyway, they want to take us out Saturday night! What do you say?",False
838,2_486_2,"Anyway, they want us out on Saturday night.",False
839,2_149_1,Thank you.,False
840,2_150_1,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",False
841,2_150_2,"Take off your shirt, and let's see what we have to do here.",False
842,2_12_1,I studied for a year in Barcelona.,False
843,2_12_2,I studied a year in Barcelona.,False
844,2_611_1,Just tell me how.,True
845,2_429_1,"I really, really enjoyed it. Very exotic.",True
846,2_429_2,"I really enjoyed it, very exotic.",True
847,2_127_1,"When? Today? Some, not a lot.",False
848,2_127_2,"A few, not much.",False
849,2_36_1,"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzle,beer! Cold beer.",False
850,2_36_2,"The important thing is that I don't want strangers naked and fat in my apartment when I want to go back with a puzzle, beer! Cold beer.",False
851,2_173_1,We- we had our first fight this morning.,False
852,2_173_2,We had our first fight this morning.,False
853,2_295_1,Nobody sees the king!,False
854,2_295_2,No one sees the king!,False
855,2_356_1,Yeah.,False
856,2_356_2,Yes.,False
857,2_38_1,It's not a real game! I made it up!,False
858,2_38_2,It's not a real game!,False
859,2_431_1,I'm never gonna get to meet her anyway.,False
860,2_431_2,I'll never meet her anyway.,False
861,2_13_1,"All right, let's do it.",False
862,2_13_2,"All right, let's go.",False
863,2_482_1,"Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",False
864,2_482_2,"You know, you just stop being such a bitch and you take that off and you come with us and you watch naked girls dancing!!",False
865,2_193_1,"Yeah, a slice of cheesecake and-and a date if you're given'  'em out.",False
866,2_193_2,"Yes, a slice of cheese cake and an appointment if we give them to you.",False
867,2_203_1,It's not funny!,False
868,2_426_1,"Are you kidding? I love that guy!  Morning's here! Morning is here,",False
869,2_426_2,"I love this guy, it's morning, it's morning.",False
870,2_357_1,"Stating the obvious, but thank you. And it's not weird is it.",True
871,2_357_2,"It's obvious, but thank you, and it's not weird.",True
872,2_590_1,"Yeah, I don't think so Joe.",False
873,2_590_2,"Yeah, I don't think Joe is.",False
874,2_316_1,"Yeah, I'm fine.",False
875,2_8_1,"It's white plastic, with a handle, and it fits onto a stroller.",False
876,2_8_2,"It's white plastic, with a handle, and it adapts to a stroller.",False
877,2_343_1,"So to sum up, I'm Professor Geller.",False
878,2_343_2,"To sum up, I'm Professor Geller.",False
879,2_334_1,"When they're hungry enough, they'll come in.",False
880,2_367_1,"Well, don't  'cha wanna?",False
881,2_367_2,Don't you want to?,False
882,2_51_1,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",False
883,2_51_2,"Well, I think the furniture was fine until your little breakfast adventure with Angela Delvecchio.",False
884,2_282_1,What-wh-what so we'll just stay married forever?,True
885,2_282_2,What are we just gonna stay married forever?,True
886,2_225_1,"I don't know, something girlie.",False
887,2_225_2,"I don't know, something girl.",False
888,2_514_1,What's going on?!  That's what's going on!!,False
889,2_514_2,What's going on?! That's what's going on!!,False
890,2_272_1,Weā€™re not peeking?,False
891,2_272_2,Don't you look?,False
892,2_43_1,"Well, y'know I'm 29. I mean who needs a savings account.",True
893,2_43_2,"Well, you know I'm 29, I mean who needs a savings account.",True
894,2_575_1,Why? Because she can sing and play guitar and do both at the same time?,True
895,2_575_2,Because she can sing and play guitar and do both at the same time?,True
896,2_339_1,Thank you.,False
897,2_69_1,Cover yourself up!,False
898,2_69_2,Cover up!,False
899,2_217_1,Ohhh!!!!,False
900,2_213_1,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",False
901,2_213_2,"Wait, Chandler, is that what you want for Thanksgiving dinner?",False
902,2_96_1,I don't think so. Hello?  When you get in there,False
903,2_96_2,I don't think so.,False
904,2_188_1,You had no relationship!!,False
905,2_188_2,You didn't have a relationship!!,False
906,2_29_1,It was like months ago.,False
907,2_29_2,That was months ago.,False
908,2_177_1,I can show you an ID if you want?,True
909,2_177_2,Can I show you some ID if you want?,True
910,2_358_1,"I do not always have to be,okay, okay.",False
911,2_358_2,"I don't always need to be, okay, okay.",False
912,2_263_1,Wow! Imagine what our kids would look like!,False
913,2_263_2,Imagine what our children would look like!,False
914,2_446_1,"I'd love to show ya, but I just tucked her in.",False
915,2_446_2,"I'd love to show you, but I just stuck it.",False
916,2_594_1,I can't believe it.  Can I tell you something? I'm a little mad at him now.,False
917,2_594_2,"I can tell you something, I'm a little mad at him.",False
918,2_535_1,"So, I'm sorry I just don't think we should go away together yet.",False
919,2_535_2,"So, I'm sorry, I don't think we should go together.",False
920,2_617_1,And protected them from a tornado?,True
921,2_617_2,And protect them from a tornado?,True
922,2_210_1,When are you coming home?,False
923,2_234_1,"See, there you go, the cleansing works!",False
924,2_234_2,"See, that's it, cleaning's working!",False
925,2_162_1,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",False
926,2_162_2,"Ow, Ow, Ow, Ow, Leg cramps, Leg cramps, Leg cramps, Leg cramps.",False
927,2_437_1,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",False
928,2_437_2,"First of all, running after the Churo guy is not jogging.",False
929,2_341_1,"Well, I'd gotten Judy pregnant. I still don't know how that happened.",True
930,2_341_2,"I got Judy pregnant, I still don't know how it happened.",True
931,2_318_1,Was it not pain-free?,True
932,2_318_2,Wasn't it painless?,True
933,2_579_1,No!,False
934,2_579_2,"Oh, my God!",False
935,2_250_1,"Oh, you say someone's name enough, they turn around.",True
936,2_250_2,"Oh, you're saying someone's name is enough, they're turning around.",True
937,2_194_1,"And it came out, ""Squatternut buash?""",False
938,2_194_2,"And he went out, ""Squatternut buash?""",False
939,2_78_1,"I didn't know you and Carol were getting divorced, I'm sorry.",False
940,2_337_1,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",False
941,2_337_2,"Look, I need that stove Joey borrowed the other day.",False
942,2_435_1,"Me too! There's a game on Tuesday, do you wanna go?",False
943,2_435_2,"There's a game on Tuesday, you want to go?",False
944,2_419_1,Uh-huh!,False
945,2_419_2,What's this?,False
946,2_564_1,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",False
947,2_564_2,"And, uh, I don't know if you have any of this, but I would really like a copy of the tape.",False
948,2_261_1,"Oh, no, no. I just meant hypothetically.",False
949,2_261_2,"No, I just meant hypothetically.",False
950,2_422_1,"Well, I like it. Here you go.",False
951,2_422_2,I like it.,False
952,2_627_1,"Whoa, whoa, whoa.",False
953,2_627_2,"Whoa, whoa, whoa, whoa.",False
954,2_445_1,Okay?,False
955,2_445_2,You okay?,False
956,2_585_1,"You and I, we're interfacing.",False
957,2_585_2,You and I are interfering.,False
958,2_91_1,"Alright, I'm gonna go pick up a few things for the trip.",False
959,2_91_2,"Okay, I'm gonna go get some stuff for the trip.",False
960,2_560_1,So now I have to go so he'll think that I'm totally ok with seeing him!,True
961,2_560_2,So now I have to go so he thinks I totally agree with him!,True
962,2_425_1,And did he?,False
963,2_425_2,And he did?,False
964,2_53_1,You're gonna have to tell me how you did that.,False
965,2_53_2,You're gonna have to tell me how you did this.,False
966,2_481_1,All right.,False
967,2_293_1,No,False
968,2_293_2,Number,False
969,2_248_1,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",True
970,2_248_2,"I mean, you and I, we're just, you know, we're nothing, we're going around.",True
971,2_56_1,"Uh-huh, well! But umm, still I'm-I'm mad at you.",False
972,2_56_2,But I'm still mad at you.,False
973,2_260_1,"Okay, are you aware unagi  is an eel?",True
974,2_260_2,You know that unagi is an eel?,True
975,2_134_1,Paper cut!,False
976,2_488_1,"Just a sec, give me a minute to wake up for this,Ah-ha-ha!!",False
977,2_488_2,"Just a second, give me a minute to wake up for that, Ah-ha-ha!!",False
978,2_542_1,"Uh, Rachel's here, so good luck man, let me know how it works out.",True
979,2_542_2,"Rachel's here, so good luck, man, let me know how it works.",True
980,2_504_1,"All right, okay, well, apparently not!",True
981,2_504_2,"All right, all right, well, apparently not!",True
982,2_54_1,"That's easy for you to say, you weren't almost just killed.",True
983,2_54_2,It's easy for you to say you didn't almost get killed.,True
984,2_300_1,I don't think you could ever do that.,False
985,2_300_2,I don't think you can ever do that.,False
986,2_387_1,"Yes, I know, but her friend sounds like such a...",False
987,2_387_2,"Yeah, I know, but her friend looks...",False
988,2_569_1,Chandler?,False
989,2_569_2,Is that Chandler?,False
990,2_530_1,"Uh, I'm gonna kill myself!",False
991,2_530_2,I'm gonna kill myself!,False
992,2_48_1,"Thanks, but I kinda have a problem to deal with here.",False
993,2_48_2,"Thanks, but I have a problem here.",False
994,2_253_1,Yeah!,False
995,2_555_1,Hey! It's starting to snow.,False
996,2_555_2,It's starting to snow.,False
997,2_42_1,"Look, please, please don't go anywhere, okay?",False
998,2_42_2,"Look, please, don't go anywhere, okay?",False
999,2_441_1,"He's right, even if it's to say something complementary.",False
1000,2_218_1,"Hey, does somebody wanna hand me one of those tiles.",False
1001,2_218_2,Someone wants to give me one of those tiles.,False
1002,2_415_1,"Chloe, switch with me, there's some guys here that got a crush on you.",False
1003,2_415_2,"Chloe, trade with me, there are guys who love you.",False
1004,2_473_1,I'm the supply manager.,False
1005,2_473_2,I'm in charge of the procurement.,False
1006,2_537_1,What did you want to show us? Because all I can see is this bitchin van,False
1007,2_537_2,Because all I can see is this bitch van.,False
1008,2_397_1,You still love me?,False
1009,2_397_2,Do you still love me?,False
1010,2_572_1,No! I'm so happy for them!,False
1011,2_572_2,I'm so happy for them!,False
1012,2_243_1,"Look I never should have kissed your girlfriend, but I'm",False
1013,2_243_2,"Look, I never should've kissed your girlfriend, but I'm",False
1014,2_474_1,Lovely,True
1015,2_474_2,It's pretty.,True
1016,2_245_1,"Well ah, I've been doing a lot of thinking, and I look at my life",False
1017,2_245_2,"Well, I've been thinking a lot, and I'm looking at my life.",False
1018,2_176_1,I'm the ruptured spleen.,False
1019,2_176_2,I'm the broken spleen.,False
1020,2_58_1,Why?,False
1021,2_427_1,"Oh-oh, that's a risky little game!",False
1022,2_427_2,"Oh-oh, it's a risky little game!",False
1023,2_534_1,"Oh, come on!",False
1024,2_534_2,Come on!,False
1025,2_626_1,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",False
1026,2_626_2,"Because all I have to do right now is pregnancy stuff, it pisses me off.",False
1027,2_607_1,Hey.,False
1028,2_607_2,Hello.,False
1029,2_33_1,"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.",False
1030,2_33_2,"No, no, no, no, no, it's not, it's not what it is.",False
1031,2_44_1,"Whoa, maybe I was!",False
1032,2_44_2,Maybe I was!,False
1033,2_189_1,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",True
1034,2_189_2,"Yeah, I was just talking to the guys, look at them, are they okay if they come to see?",True
1035,2_232_1,"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",False
1036,2_232_2,"Well, my mother's friend, Phoebe, is actually my mother.",False
1037,2_400_1,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",False
1038,2_400_2,"Anyway, I should go, one of the rescuers was about to dismantle a nuclear device.",False
1039,2_230_1,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",False
1040,2_230_2,"Okay, Janice, you have to give me Janice, it wasn't to be difficult.",False
1041,2_180_1,That oughta do it.,False
1042,2_180_2,That should do it.,False
1043,2_270_1,Hey.,False
1044,2_270_2,Hello.,False
1045,2_550_1,All right I'll have one.,True
1046,2_550_2,"All right, I'll take one.",True
1047,2_454_1,"Ross umm, there's something that I've got to tell you, there's-there's someone else.",False
1048,2_454_2,"Ross, there's something I need to tell you, there's someone else.",False
1049,2_151_1,"Yeah, I mean, it would be rude to them for us to leave now.",True
1050,2_151_2,"Yeah, I mean, it would be rude for them to leave now.",True
1051,2_439_1,"Twenty-one hours, you're a hero.",False
1052,2_385_1,"No, I know, but I,he just went on.",False
1053,2_385_2,"No, I know, but I, he just went on.",False
1054,2_547_1,"Okay, now much have you won so far?",False
1055,2_547_2,Have you won a lot so far?,False
1056,2_65_1,It's my friends.,False
1057,2_65_2,They're my friends.,False
1058,2_251_1,No!! You have been screwing us all day!,False
1059,2_251_2,You've fucked us all day!,False
1060,2_205_1,"I did not mean to touch that,I mean",False
1061,2_205_2,"I didn't want to touch that, I mean",False
1062,2_405_1,I'm supposed to teach a graduate seminar there in ten minutes.,False
1063,2_405_2,I'm supposed to teach a graduate seminar in ten minutes.,False
1064,2_375_1,I was thkinking about maybe going into the Robot.,False
1065,2_375_2,I was saying maybe I was going to the Robot.,False
1066,2_72_1,Oh well. It probably would've been the most constructive solution.,False
1067,2_72_2,That would probably have been the most constructive solution.,False
1068,2_353_1,"Nothing. It's just old and dingy, that's all.",False
1069,2_353_2,"It's old and dingy, that's all.",False
1070,2_517_1,Yeah?,False
1071,2_517_2,Yes?,False
1072,2_521_1,Uh-huh!,False
1073,2_521_2,What's this?,False
1074,2_499_1,The end.,False
1075,2_317_1,"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",False
1076,2_317_2,"Wait a second, answer, think and call me back.",False
1077,2_393_1,Pheebs?,False
1078,2_254_1,"Yeah. Yeah, that's what you need a good .. pill.",True
1079,2_254_2,"Yeah, that's what you need a good pill.",True
1080,2_407_1,Hey!,False
1081,2_407_2,Hello!,False
1082,2_94_1,"Can't do it, can you?",False
1083,2_94_2,"You can't do it, can you?",False
1084,2_198_1,"Yeah, she's fired.",False
1085,2_365_1,"Nope. Op, wait! There he goes.",False
1086,2_365_2,Here we go.,False
1087,2_301_1,"Hey, do you know a six-letter word for red?",False
1088,2_301_2,Do you know a six-letter red word?,False
1089,2_540_1,Okay?,False
1090,2_540_2,You okay?,False
1091,2_302_1,I know but it's so hard! Nothing rhymes with your stupid name!,False
1092,2_302_2,"I know, but it's so hard, nothing rhymes with your stupid name!",False
1093,2_305_1,Take a couple deep breaths.,False
1094,2_305_2,Take a deep breath.,False
1095,2_27_1,"No no, you don't have to fly back, really.",False
1096,2_27_2,"No, no, you don't have to fly, really.",False
1097,2_196_1,What?,False
1098,2_264_1,Okay?,False
1099,2_264_2,You okay?,False
1100,2_615_1,"Hi, Joey. Well well, look what you brought. Very nice.",False
1101,2_615_2,Look what you brought.,False
1102,2_111_1,What was that?!,False
1103,2_202_1,Yeah?,False
1104,2_202_2,Yes?,False
1105,2_577_1,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",False
1106,2_577_2,"On the other hand, in seven months, you'll have something you'll love more than any guy you'll date.",False
1107,2_467_1,That is the coast guard!,False
1108,2_467_2,It's the Coast Guard!,False
1109,2_526_1,"Ah well, this is the living room.",False
1110,2_526_2,"Well, this is the living room.",False
1111,2_257_1,"Oh, hey, look, I found coffee! Okay, let's skedaddle.",False
1112,2_257_2,I found some coffee!,False
1113,2_259_1,"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",False
1114,2_259_2,"I had a doctor, a nurse and an assistant.",False
1115,2_609_1,I just called a friend of mine.,False
1116,2_31_1,"Even if people are on it!""",True
1117,2_371_1,I-I'm really sorry. It's just that I,False
1118,2_371_2,I'm so sorry.,False
1119,2_531_1,"Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",False
1120,2_531_2,"I stayed in my room, you don't want to look in my basket.",False
1121,2_315_1,"I guess you'd know that, being one of the two of us, though, right?",True
1122,2_315_2,"I guess you'd know, being one of us, wouldn't you?",True
1123,2_413_1,Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,False
1124,2_413_2,"I'm tired of stopping, but they put me in jail!",False
1125,2_548_1,"Almost! But first, we gotta start.",True
1126,2_548_2,"But first, we have to start.",True
1127,2_128_1,You building a post office?,True
1128,2_128_2,You're building a post office?,True
1129,2_326_1,Stick to the list.,False
1130,2_326_2,Stay on the list.,False
1131,2_247_1,Uh yes! Thank you.,True
1132,2_247_2,"Yes, thank you.",True
1133,2_576_1,And then for forgetting to invite you to it.,False
1134,2_576_2,And then for forgetting to invite you.,False
1135,2_146_1,"So Ross, how umm, how did it go with Bonnie?",False
1136,2_146_2,"Ross, how'd it go with Bonnie?",False
1137,2_458_1,What are you up too?,False
1138,2_458_2,"What are you doing, too?",False
1139,2_522_1,Yes it is.,False
1140,2_522_2,Yes.,False
1141,2_30_1,So how'd it go?,False
1142,2_171_1,What is the matter with your face?!,False
1143,2_171_2,What's with your face?,False
1144,2_97_1,It would be nice to have a little guarantee though.,True
1145,2_97_2,It'd be nice to have a little guarantee.,True
1146,2_228_1,Then we went to this bar and he hooked us up with all these women!,False
1147,2_228_2,Then we went to this bar and he hung us up with all those women!,False
1148,2_7_1,I've never loved anybody as much as I love you.,False
1149,2_7_2,I've never loved anyone as much as I love you.,False
1150,2_553_1,"No just, nobody press on my stomach.",False
1151,2_553_2,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",False
1152,2_291_1,"Umm, would you please excuse me for a moment?",False
1153,2_291_2,"Umm, would you excuse me for a moment?",False
1154,2_319_1,No.,False
1155,2_319_2,"Oh, my God.",False
1156,2_314_1,Am I out of control?,False
1157,2_410_1,If you wanna put a label on it.,True
1158,2_410_2,If you want to put a label on it.,True
1159,2_166_1,But I'm the host!,False
1160,2_558_1,I can see it from right here. It'll cost you one husband.,True
1161,2_558_2,"I can see him from here, it'll cost you a husband.",True
1162,2_289_1,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",True
1163,2_289_2,"No, it's not. It's the best time!",True
1164,2_118_1,"Seriously, it's moving!",False
1165,2_28_1,"Carol called me to thank me for the lasagna, I asked, she told me.",False
1166,2_562_1,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",False
1167,2_562_2,"Look, Phoebe remembers, hey, their just fulfillment of their Christmas...",False
1168,2_231_1,"No, no, no, it's flattery.",False
1169,2_231_2,"No, it's flattering.",False
1170,2_388_1,"Yeah, she couldn't live without the Chan Love.",False
1171,2_388_2,She couldn't live without Chan Love.,False
1172,2_102_1,No Blanche she is upset because they keep changing the taste of coke.,True
1173,2_102_2,She's not angry because they change the taste of coke.,True
1174,2_351_1,"No Rose, she is depressed because Marvel had manners on only once a week",True
1175,2_351_2,"No Rose, she's depressed because Marvel only had good manners once a week.",True
1176,2_350_1,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",True
1177,2_350_2,"No Rose, I'm nervous because Sonny Bono is elected mayor of Palm Springs, he's going to make all the mailers wear leather bell stockings and a fur vest.",True
1178,2_587_1,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",True
1179,2_587_2,"Oh, yeah, Blanche, about half an hour ago, but now I hid it again so you could find it.",True
1180,2_612_1,"I don't know Rose, maybe Marry Poppins has an Italian cousin.",True
1181,2_89_1,On the home shopping network,True
1182,2_89_2,On the home buying network,True
1183,2_599_1,No I am upset because crocodin turbs are wearing darker colors.,True
1184,2_599_2,"No, I'm upset because crocodins wear darker colors.",True
1185,2_182_1,The liberarche marquee at Caesar's palace,True
1186,2_182_2,The Marquise of the Liberarchy at Caesar's Palace,True
1187,2_292_1,"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",True
1188,2_292_2,"No, she's gonna sit here where it's 112 degrees and eat enchiladas.",True
1189,2_489_1,"No, its because I cannot make any sense of those commercials for obsession.",True
1190,2_489_2,"No, it's because I can't understand these obsession ads.",True
1191,2_390_1,"No, I am depressed becaues Phillis George left the morning news.",True
1192,2_390_2,"No, I'm depressed because Phillis George left the morning news.",True
1193,2_378_1,"No Blanche, with a venus fly trap",True
1194,2_378_2,"No White, with a venous fly trap",True
1195,2_9_1,"No Rose, go to the corner and open a stand",True
1196,2_9_2,"No Rose, go to the corner and open a stand.",True
1197,2_144_1,Lords of Arabia,True
1198,2_479_1,No I am worried she might be Phir Resuda's,True
1199,2_479_2,"No, I'm afraid she's Phir Resuda's.",True
1200,2_45_1,"Oh ma no, it was a little girl selling girl scout toilets.",True
1201,2_45_2,"Oh, no, it was a little girl selling toilets.",True
1202,2_507_1,"No, I haven't taken her out of the trunk of the car yet.",True
1203,2_507_2,"No, I haven't gotten it out of the trunk of the car yet.",True
1204,2_398_1,"Rose, you should sit here and watch her hack herself to death",True
1205,2_398_2,"Rose, you should sit here and watch her hack to death.",True
1206,2_281_1,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",True
1207,2_281_2,"Of course not, I'm talking about Carrey Grant, he lives in the broom closet.",True
1208,2_591_1,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",False
1209,2_591_2,"How about stopping on the eve of the new years with three naked women, vomiting in the pool, going through the punch bowl, and relieving yourself in the laundry closet?",False
1210,2_462_1,"No Rose, at a pie eating contest.",True
1211,2_462_2,"No, Rose, at a pie contest.",True
1212,2_505_1,To feed the cat Rose.,True
1213,2_74_1,Show them your slides of Hawaii,True
1214,2_74_2,Show them your Hawaii slides,True
1215,2_126_1,No I am upset because Joe Piscapo didn't get the lead role in rain man.,True
